"geo","time","agriculture_percent_of_gdp","co2_emissions_tonnes_per_person","crude_birth_rate_births_per_1000_population","crude_death_rate_deaths_per_1000_population","exports_percent_of_gdp","gdppercapita_us_inflation_adjusted","imports_percent_of_gdp","life_expectancy_years","population_density_per_square_km","population_total"
"pak",1992,23.42956,0.63993,38.78,10.322,17.3593,794.62099,20.52856,62.42,147.55492,113747135
"pak",1993,22.34095,0.66817,37.94,10.1,16.30648,787.79411,22.44087,62.3,151.44972,116749560
"pak",1994,22.92762,0.70836,37.11,9.886,16.28252,796.63057,19.04454,62.16,155.36732,119769556
"pak",1995,23.42188,0.68782,36.28,9.678,16.70997,815.33594,19.42278,61.95,159.33628,122829148
"pak",1996,23.1958,0.74995,35.45,9.477,16.9031,833.7471,21.42703,62.1,163.36958,125938339
"pak",1997,24.48425,0.7337,34.59,9.28,16.08195,821.66182,20.77031,62.08,167.45406,129086987
"pak",1998,25.30314,0.73846,33.71,9.087,16.48479,822.44304,17.52693,62.29,171.56142,132253264
"pak",1999,25.16929,0.74136,32.84,8.901,15.3535,832.69779,16.96646,62.45,175.65066,135405584
"pak",2000,24.13963,0.76846,32.02,8.728,13.44132,848.63178,14.68828,62.63,179.695,138523285
"pak",2001,22.45438,0.7647,31.31,8.572,14.65954,846.64237,15.71199,62.78,183.68804,141601437
"pak",2002,21.74638,0.78867,30.75,8.439,15.22362,855.49855,15.31401,62.94,187.64807,144654143
"pak",2003,21.72667,0.80496,30.35,8.328,16.71897,878.44152,16.12553,63.1,191.60362,147703401
"pak",2004,20.64949,0.8728,30.11,8.237,15.6669,923.9233,14.63323,63.37,195.59503,150780300
"pak",2005,20.21966,0.88777,30.02,8.161,15.6895,974.5373,19.56379,62.56,199.65451,153909667
"pak",2006,21.60798,0.92986,30.04,8.092,14.13396,1013.76537,21.54777,64.05,203.78528,157093993
"pak",2007,21.80047,0.99103,30.11,8.021,13.21461,1041.28938,19.77582,64.39,207.98694,160332974
"pak",2008,22.50027,0.97205,30.18,7.945,12.38231,1037.57514,23.21189,64.68,212.28285,163644603
"pak",2009,22.71733,0.95083,30.21,7.859,12.39575,1045.20793,19.6761,65.01,216.69985,167049580
"pak",2010,23.28159,0.94627,30.17,7.767,13.51627,1040.14227,19.35266,65.33,221.25387,170560182
"pak",2011,25.12918,0.9298,30.05,7.67,13.96667,1046.49355,18.97324,65.77,225.9551,174184265
"pak",2012,23.71025,0.91898,29.85,7.576,12.39666,1060.50137,20.40884,66.12,230.79018,177911533
"pak",2013,23.83212,0.90432,29.58,7.489,13.27715,1083.96701,20.05645,66.51,235.72099,181712595
"pak",2014,23.74454,0.89626,29.25,7.412,12.24258,1111.19596,18.65866,66.88,240.69409,185546257
"pan",1970,10.82754,1.45058,37.6,7.533,55.78756,3434.6903,61.58556,68.3,20.43717,1519299
"pan",1971,10.57113,1.66563,37.03,7.304,54.32441,3659.43806,60.72451,68.99,21.02657,1563115
"pan",1972,10.01956,1.74246,36.43,7.073,53.45085,3720.69816,61.57357,69.69,21.62811,1607834
"pan",1973,9.47876,1.96075,35.77,6.845,53.57477,3812.58091,60.20035,70.38,22.23912,1653256
"pan",1974,8.27175,1.77834,35.08,6.622,67.58835,3800.50889,82.5507,70.98,22.85597,1699113
"pan",1975,8.28284,2.09908,34.36,6.407,68.99267,3764.55134,80.83484,71.51,23.47599,1745205
"pan",1976,8.76047,2.01624,33.63,6.207,62.84888,3728.40789,74.22053,72.07,24.0981,1791453
"pan",1977,9.44093,1.88349,32.91,6.023,65.3087,3673.96331,71.71154,72.59,24.72276,1837890
"pan",1978,8.72368,1.50804,32.2,5.858,59.02509,3933.94219,66.79261,73.03,25.34995,1884515
"pan",1979,8.05625,1.65371,31.53,5.713,58.94933,4011.7643,72.91372,73.39,25.98048,1931389
"pan",1980,7.40376,1.57906,30.9,5.587,65.03131,4428.48318,72.47063,73.7,26.61525,1978578
"pan",1981,7.25213,1.64883,30.32,5.48,62.28918,4722.854,71.43372,73.92,27.25404,2026065
"pan",1982,6.76075,1.58786,29.77,5.389,56.80968,4860.82501,59.97529,74.12,27.89674,2073844
"pan",1983,7.23428,1.64691,29.27,5.309,47.1375,4537.28247,45.99755,74.29,28.5437,2121939
"pan",1984,6.75709,1.32798,28.79,5.238,44.50713,4556.14602,47.3699,74.41,29.19571,2170409
"pan",1985,6.86478,1.18473,28.34,5.175,45.4422,4676.03985,48.61737,74.49,29.85305,2219276
"pan",1986,7.33706,1.21394,27.9,5.118,47.10905,4737.63143,50.21841,74.67,30.5162,2268574
"pan",1987,7.41978,1.38086,27.46,5.067,47.3637,4552.08151,51.22707,74.89,31.18553,2318332
"pan",1988,7.96047,1.23698,27.03,5.022,49.80916,3859.3094,47.85618,74.92,31.86196,2368618
"pan",1989,8.50386,1.04274,26.6,4.982,52.25871,3837.18654,57.33903,74.37,32.54629,2419491
"pan",1990,8.07414,1.12043,26.19,4.945,57.49329,4061.4793,64.30026,75.02,33.23929,2471009
"pan",1991,7.65628,1.28619,25.81,4.913,64.35226,4352.14072,75.8943,75.04,33.94109,2523181
"pan",1992,6.91969,1.64843,25.48,4.884,66.3567,4612.50073,78.52249,75.05,34.65184,2576018
"pan",1993,6.59006,1.49907,25.21,4.86,64.05866,4764.95301,75.62056,74.97,35.3732,2629644
"pan",1994,6.46079,1.61616,24.98,4.839,66.04206,4801.18428,77.56698,75.37,36.10685,2684183
"pan",1995,6.48593,1.0895,24.76,4.822,66.8471,4786.23827,80.05828,75.52,36.85405,2739730
"pan",1996,6.43515,1.65362,24.53,4.808,71.28692,4880.64847,84.71969,75.72,37.6156,2796344
"pan",1997,6.31549,1.97873,24.27,4.796,76.98827,5091.12354,88.35544,75.92,38.39038,2853941
"pan",1998,6.42734,2.04231,23.95,4.787,67.65286,5355.32715,83.61561,76.18,39.17579,2912328
"pan",1999,6.0211,1.90805,23.59,4.78,56.85377,5454.84367,69.83255,76.54,39.96768,2971197
"pan",2000,6.29327,1.91074,23.18,4.776,62.01058,5493.59759,71.97836,76.87,40.76334,3030347
"pan",2001,6.73217,2.26808,22.76,4.777,62.13544,5419.0361,67.96293,77.06,41.56153,3089684
"pan",2002,6.6827,1.8642,22.36,4.782,57.63981,5435.02629,64.21205,77.17,42.36299,3149265
"pan",2003,6.86791,1.91739,22.01,4.79,54.34003,5557.86783,60.35333,77.26,43.16887,3209174
"pan",2004,6.43838,1.77544,21.7,4.803,57.76765,5865.59874,65.88491,77.37,43.98091,3269541
"pan",2005,6.01558,2.05345,21.44,4.819,64.50079,6172.39507,71.19352,77.49,44.80044,3330465
"pan",2006,5.75046,2.17302,21.22,4.837,66.17346,6584.98055,71.72225,77.55,45.62692,3391905
"pan",2007,4.8467,2.08417,21.02,4.855,71.45837,7241.95849,78.11174,77.61,46.4596,3453807
"pan",2008,4.49466,2.09721,20.83,4.874,78.08938,7814.38034,88.6092,77.64,47.29981,3516268
"pan",2009,3.79323,2.4024,20.63,4.892,69.81378,7772.00502,69.16632,77.73,48.14884,3579385
"pan",2010,3.61307,2.51531,20.42,4.909,70.04226,8080.83823,78.23204,77.85,49.00756,3643222
"pan",2011,3.2294,2.72371,20.19,4.925,78.23036,8838.45156,84.25716,77.93,49.876,3707782
"pan",2012,3.04758,2.68056,19.94,4.941,75.19115,9535.18883,82.8673,78.04,50.75246,3772938
"pan",2013,2.94449,2.79243,19.68,4.958,65.16164,10019.4386,72.47229,78.23,51.63387,3838462
"pan",2014,2.84985,2.25431,19.41,4.976,55.35747,10350.39954,63.73312,78.42,52.51528,3903986
"per",1960,19.05452,0.81238,47.2,18.736,20.21071,2684.23958,20.2706,42.98,7.86056,10061515
"per",1961,19.15635,0.83506,47.05,18.314,20.80801,2801.07316,22.20018,43.42,8.08613,10350242
"per",1962,18.16816,0.93615,46.84,17.902,19.9663,2995.22985,21.95993,43.83,8.32083,10650667
"per",1963,17.08367,0.93368,46.56,17.503,18.44708,3036.24848,21.57932,44.23,8.5637,10961540
"per",1964,16.50747,1.08732,46.2,17.112,18.51272,3143.44213,18.7995,44.6,8.81329,11281015
"per",1965,16.07628,1.03082,45.75,16.713,15.67066,3226.72143,18.99303,44.98,9.0685,11607681
"per",1966,16.15679,1.11011,45.2,16.288,15.56313,3394.98509,19.16449,45.4,9.32916,11941325
"per",1967,16.83248,1.11186,44.56,15.823,15.42376,3427.95902,20.17415,45.86,9.59538,12282082
"per",1968,16.70975,1.14836,43.85,15.314,18.10876,3338.78147,18.87503,46.38,9.86666,12629329
"per",1969,16.00105,1.1787,43.09,14.768,17.46511,3362.11576,16.82166,46.97,10.14254,12982449
"per",1970,16.71562,1.3331,42.34,14.2,17.41795,3381.86402,15.57573,47.6,10.42271,13341069
"per",1971,15.96056,1.35823,41.61,13.634,13.83975,3443.35033,14.77525,58.44,10.70651,13704335
"per",1972,15.02059,1.29143,40.95,13.093,13.74989,3469.88223,14.39697,59.5,10.99412,14072476
"per",1973,14.87421,1.36754,40.37,12.594,13.32571,3591.92384,15.34728,60.28,11.28722,14447648
"per",1974,14.61005,1.44007,39.84,12.144,14.11431,3827.05749,21.34913,61.21,11.58816,14832841
"per",1975,14.83789,1.44225,39.36,11.738,10.56262,3887.57552,21.35986,62.18,11.8984,15229947
"per",1976,13.96898,1.43492,38.86,11.365,11.72908,3840.45707,19.68979,62.91,12.21867,15639901
"per",1977,27.94338,1.45321,38.31,11.007,15.47478,3752.74386,22.11905,63.42,12.54791,16061323
"per",1978,11.65865,1.36197,37.66,10.649,20.18289,3558.36473,19.52803,63.71,12.88366,16491083
"per",1979,9.77495,1.31602,36.93,10.288,27.00502,3609.02125,18.58211,63.94,13.22246,16924753
"per",1991,7.78742,0.9107,29.64,7.106,12.08602,2683.29267,14.319,69.47,17.40869,22283128
"per",1992,7.78064,0.89832,29.01,6.929,12.45363,2615.50889,15.38979,69.98,17.76332,22737056
"per",1993,8.21475,1.0186,28.36,6.76,12.33522,2699.56254,16.16461,70.22,18.11268,23184228
"per",1994,8.41559,0.98602,27.7,6.597,12.77148,2975.98055,16.15151,70.68,18.45262,23619356
"per",1995,8.03822,0.99353,27.04,6.441,12.59989,3140.77219,18.32733,71.2,18.78028,24038760
"per",1996,8.50405,0.99788,26.39,6.291,13.31652,3175.53562,18.33768,71.88,19.09459,24441074
"per",1997,8.04816,1.10671,25.77,6.149,14.47726,3328.59547,18.99229,72.56,19.39641,24827406
"per",1998,8.37834,1.10346,25.17,6.016,13.7029,3266.57326,19.25012,73.29,19.6873,25199748
"per",1999,8.2645,1.14853,24.61,5.895,15.39689,3268.51096,17.80889,74.14,19.96976,25561299
"per",2000,8.06937,1.16909,24.1,5.788,16.76837,3310.77999,18.76966,74.83,20.246,25914879
"per",2001,7.89363,1.03441,23.63,5.699,16.60138,3287.28578,18.46302,75.4,20.51669,26261363
"per",2002,7.52396,1.02202,23.19,5.628,17.27481,3422.23835,17.97437,75.9,20.7824,26601467
"per",2003,7.31292,0.97931,22.79,5.575,19.01467,3520.27532,18.60994,76.28,21.04511,26937738
"per",2004,6.93443,1.16948,22.41,5.54,22.91223,3649.37205,19.02384,76.68,21.30718,27273194
"per",2005,6.85426,1.34499,22.07,5.521,26.84876,3831.36485,20.50856,77.09,21.57063,27610410
"per",2006,6.60348,1.24783,21.77,5.517,30.53664,4069.7771,21.24842,77.49,21.83589,27949944
"per",2007,6.70581,1.51824,21.51,5.524,31.52212,4362.94899,24.166,77.7,22.10369,28292724
"per",2008,7.16094,1.432,21.28,5.539,29.72763,4703.07993,28.70614,77.91,22.37655,28641980
"per",2009,7.40391,1.78283,21.07,5.557,26.44205,4695.67517,21.66988,77.86,22.65743,29001507
"per",2010,6.828,1.96073,20.88,5.577,27.82616,5022.49319,23.84664,77.92,22.94816,29373646
"per",2011,7.10011,1.66777,20.67,5.595,30.50276,5270.94875,25.48552,78.14,23.24999,29759989
"per",2012,6.72523,1.82602,20.45,5.61,27.44961,5520.55917,25.17028,78.47,23.56169,30158966
"per",2013,6.66691,1.86987,20.2,5.624,24.8031,5765.88714,24.97361,78.88,23.87947,30565716
"per",2014,6.79439,1.99349,19.91,5.635,22.57422,5825.19849,24.21103,79.34,24.19793,30973354
"phl",1960,26.94058,0.31725,44.3,11.181,11.94735,1059.3347,11.47515,59.75,88.11425,26273025
"phl",1961,26.77652,0.32115,43.77,10.921,12.59243,1082.11094,14.02489,60.08,91.10446,27164617
"phl",1962,26.85775,0.36851,43.24,10.669,16.94768,1096.75372,19.23466,60.43,94.17859,28081231
"phl",1963,27.41204,0.39581,42.71,10.424,18.61724,1136.33241,16.95382,60.76,97.3162,29016771
"phl",1964,26.53384,0.42847,42.18,10.188,18.18492,1138.38406,18.49113,61.08,100.48924,29962876
"phl",1965,27.15214,0.4523,41.65,9.959,19.38365,1161.463,18.95919,61.41,103.67888,30913933
"phl",1966,27.14045,0.50596,41.13,9.734,20.44779,1176.57443,18.30131,61.74,106.87716,31867563
"phl",1967,27.36834,0.55541,40.61,9.515,19.96482,1203.01303,20.60486,62.07,110.09357,32826599
"phl",1968,29.2006,0.65838,40.11,9.302,16.90297,1226.25563,19.49053,62.41,113.34823,33797042
"phl",1969,29.91955,0.65713,39.64,9.1,14.72688,1246.81209,17.77569,62.73,116.67032,34787588
"phl",1970,29.5221,0.69213,39.2,8.917,21.57647,1256.99679,21.0449,63.03,120.08159,35804729
"phl",1971,30.30767,0.7486,38.81,8.764,20.45416,1287.60663,20.41429,63.32,123.59075,36851055
"phl",1972,29.45156,0.69723,38.48,8.646,19.68046,1319.27802,19.46931,63.29,127.19388,37925400
"phl",1973,30.55796,0.80827,38.21,8.562,24.76697,1396.43832,19.88902,63.48,130.88534,39026082
"phl",1974,31.05564,0.76044,37.98,8.508,25.02111,1405.64522,27.35261,63.65,134.6546,40149961
"phl",1975,30.33997,0.78765,37.78,8.472,21.01806,1442.71681,27.10977,63.85,138.49523,41295124
"phl",1976,29.2687,0.82734,37.59,8.443,19.32694,1526.6625,25.2486,63.67,142.40599,42461193
"phl",1977,28.71826,0.84202,37.38,8.406,21.05864,1568.26713,24.12565,64.24,146.39411,43650333
"phl",1978,28.21542,0.8353,37.15,8.349,20.66739,1604.67899,24.93707,64.42,150.47212,44866273
"phl",1979,27.44406,0.82701,36.88,8.266,21.56087,1649.31068,26.63677,64.72,154.65672,46113995
"phl",1980,25.11559,0.78064,36.58,8.152,23.57261,1687.28886,28.47109,64.88,158.95955,47396968
"phl",1981,24.89098,0.71156,36.25,8.007,23.83379,1697.81465,27.17155,65.03,163.38194,48715592
"phl",1982,23.34816,0.699,35.92,7.84,20.33439,1711.72704,26.13588,65.15,167.91928,50068493
"phl",1983,22.36525,0.68829,35.59,7.66,21.33972,1696.8254,28.08113,65.42,172.56945,51455033
"phl",1984,24.75285,0.58618,35.27,7.473,24.02413,1530.35375,25.07317,65.46,177.32828,52873974
"phl",1985,24.5774,0.51633,34.94,7.289,24.01558,1380.6819,21.89346,65.61,182.19019,54323648
"phl",1986,23.94648,0.5234,34.6,7.115,26.3282,1389.97724,22.37443,65.79,187.15522,55804072
"phl",1987,24.00932,0.57027,34.24,6.957,26.64215,1411.72737,26.22136,65.95,192.21689,57313311
"phl",1988,22.96285,0.64117,33.85,6.818,28.39278,1467.82232,26.93905,66.41,197.35455,58845205
"phl",1989,22.69278,0.64813,33.44,6.701,28.11202,1518.98102,30.2685,66.9,202.54173,60391867
"phl",1990,21.90382,0.67418,33.02,6.602,27.51623,1525.81243,33.28404,67.18,207.75849,61947348
"phl",1991,20.98283,0.69173,32.58,6.519,29.59726,1479.69881,32.58769,67.34,212.99413,63508459
"phl",1992,21.82088,0.74917,32.16,6.443,29.12977,1448.94267,34.02819,67.73,218.24961,65075486
"phl",1993,21.60429,0.74242,31.75,6.37,31.35961,1444.64773,39.80686,67.9,223.53103,66650247
"phl",1994,22.00366,0.80309,31.36,6.299,33.82569,1472.98291,40.13386,68.08,228.85009,68236230
"phl",1995,21.62684,0.86934,31.01,6.229,36.35728,1506.5843,44.18125,68.16,234.21442,69835715
"phl",1996,20.61782,0.87007,30.7,6.163,40.50666,1558.71381,49.2933,68.34,239.61534,71446107
"phl",1997,18.87233,0.9739,30.42,6.105,48.95648,1603.21687,59.29384,68.41,245.04398,73064764
"phl",1998,14.75984,0.92699,30.16,6.057,44.76423,1559.20928,53.89801,68.38,250.50708,74693695
"phl",1999,15.21112,0.90599,29.91,6.018,45.48931,1572.68777,49.42015,68.35,256.01439,76335812
"phl",2000,13.96678,0.93993,29.64,5.989,51.36929,1607.20162,53.36056,68.24,261.56746,77991569
"phl",2001,13.20227,0.89188,29.3,5.966,46.02685,1618.96976,52.88209,68.25,267.18085,79665315
"phl",2002,13.14559,0.8769,28.89,5.947,46.747,1643.20444,55.68807,68.23,272.83784,81352060
"phl",2003,12.7043,0.86022,28.4,5.932,47.15706,1689.98021,54.69228,68.21,278.47186,83031954
"phl",2004,13.30544,0.87467,27.84,5.921,48.57265,1768.10684,54.06987,68.21,283.99401,84678493
"phl",2005,12.6648,0.86738,27.24,5.921,46.13699,1818.31543,51.74157,68.33,289.3458,86274237
"phl",2006,12.36913,0.77091,26.62,5.935,46.57806,1880.19245,48.36277,68.32,294.49448,87809419
"phl",2007,12.49674,0.80824,26.02,5.969,43.2608,1971.28171,43.35861,68.55,299.47174,89293490
"phl",2008,13.24346,0.86895,25.49,6.023,36.91204,2020.15041,39.37023,68.67,304.36283,90751864
"phl",2009,13.08068,0.84111,25.02,6.093,32.23235,2010.79932,33.35803,68.82,309.2896,92220879
"phl",2010,12.31433,0.9055,24.63,6.174,34.80329,2129.49925,36.6162,69.03,314.33955,93726624
"phl",2011,12.72116,0.89733,24.32,6.258,32.03085,2171.49218,35.66707,69.17,319.54234,95277940
"phl",2012,11.83371,0.94156,24.04,6.336,30.81905,2278.63591,34.0804,69.33,324.87052,96866642
"phl",2013,11.25247,0.99642,23.79,6.403,28.01768,2399.60719,32.22761,69.4,330.28484,98481032
"phl",2014,11.33098,1.05546,23.55,6.457,28.91272,2505.81887,32.55891,69.82,335.72207,100102249
"png",1961,49.03934,0.09829,41.83,20.948,16.10247,1181.81772,28.13358,45.19,4.53108,2051947
"png",1962,47.38422,0.09453,41.77,20.441,16.20926,1231.49711,27.91595,46.03,4.62546,2094687
"png",1963,44.03409,0.11999,41.73,19.894,17.41071,1254.92078,30.96591,46.93,4.72398,2139303
"png",1964,42.55319,0.12244,41.73,19.307,18.30521,1333.15877,34.29934,47.91,4.82785,2186340
"png",1965,41.58802,0.13611,41.82,18.691,18.02799,1437.27315,37.97592,48.94,4.93796,2236206
"png",1966,41.33486,0.14898,42.05,18.065,16.78602,1485.68516,40.13177,50,5.05478,2289109
"png",1967,41.96246,0.18609,42.44,17.452,17.36815,1509.32287,39.62981,51.06,5.17815,2344977
"png",1968,42.89011,0.20901,42.97,16.871,18.85964,1536.70963,40.07386,52.08,5.30759,2403595
"png",1969,41.81229,0.22616,43.59,16.329,18.91508,1622.69848,45.896,53.07,5.44219,2464548
"png",1970,37.17904,0.2742,44.19,15.824,18.47675,1753.78633,53.93823,54.01,5.58138,2527586
"png",1971,34.48549,0.31824,44.65,15.351,21.36996,1817.42308,58.23864,54.2,5.72501,2592628
"png",1972,32.38043,0.47701,44.86,14.893,31.20905,1871.46598,48.24993,54.52,5.87345,2659851
"png",1973,28.20597,0.49304,44.78,14.442,44.87811,1942.72956,34.82017,54.74,6.02743,2729580
"png",1974,27.99571,0.56662,44.39,13.991,46.88449,1941.75452,39.84154,54.92,6.18788,2802243
"png",1975,29.70183,0.53257,43.73,13.538,39.97879,1873.90508,46.16424,55.07,6.35551,2878156
"png",1976,31.70366,0.53195,42.88,13.08,41.77373,1761.93492,40.78091,55.18,6.53036,2957339
"png",1977,32.98421,0.51995,41.95,12.622,44.97497,1728.52822,46.26877,55.23,6.71214,3039660
"png",1978,36.02722,0.53626,41.04,12.173,41.93643,1825.05518,45.41965,55.29,6.90066,3125034
"png",1979,33.8601,0.55917,40.22,11.739,45.47961,1807.41268,45.58985,55.32,7.0957,3213360
"png",1980,33.11866,0.55374,39.48,11.337,43.18248,1717.09262,53.32241,55.33,7.2969,3304473
"png",1981,33.3928,0.56864,38.83,10.98,38.24054,1665.01214,58.74376,55.34,7.50446,3398469
"png",1982,32.42625,0.5571,38.21,10.677,36.83398,1624.64668,60.49623,55.36,7.71806,3495199
"png",1983,32.67678,0.55913,37.61,10.431,36.19603,1630.90792,53.45158,55.38,7.93624,3594004
"png",1984,37.36757,0.55392,37.03,10.239,39.44282,1581.1133,53.14557,55.46,8.15714,3694041
"png",1985,33.76511,0.56048,36.49,10.09,42.1146,1600.73375,52.44008,55.51,8.37946,3794720
"png",1986,32.18909,0.52993,36.01,9.969,43.57967,1632.3537,51.35481,55.61,8.60277,3895852
"png",1987,29.86371,0.58431,35.63,9.859,43.16645,1634.83809,49.67242,55.76,8.82768,3997702
"png",1988,29.14735,0.53654,35.34,9.745,43.251,1640.13074,51.92265,55.86,9.05518,4100729
"png",1989,28.11505,0.48392,35.16,9.621,40.64747,1576.50976,52.7465,55.99,9.28687,4205654
"png",1990,28.97406,0.49652,35.07,9.485,40.6248,1490.94647,48.94675,56,9.52404,4313059
"png",1991,25.97903,0.46677,35.09,9.342,42.26481,1592.68506,52.15498,55.9,9.76683,4423007
"png",1992,24.47312,0.45276,35.17,9.203,47.84987,1768.27575,45.70211,56.14,10.01528,4535520
"png",1993,27.56672,0.42889,35.3,9.074,52.64326,2038.17201,36.94603,56.43,10.27066,4651169
"png",1994,32.36352,0.45736,35.43,8.957,53.53461,2105.22258,39.76806,56.74,10.53439,4770606
"png",1995,33.81278,0.42107,35.53,8.849,61.03899,1984.05484,43.70099,56.96,10.80748,4894276
"png",1996,31.64525,0.43588,35.57,8.746,59.40451,2082.95166,48.39884,57.22,11.09048,5022437
"png",1997,35.03305,0.50009,35.52,8.645,49.15752,1950.18652,50.05045,57.39,11.38301,5154910
"png",1998,33.69214,0.54126,35.38,8.54,54.04149,1828.35007,48.81944,56.71,11.68392,5291178
"png",1999,34.25727,0.4504,35.13,8.431,63.11836,1814.50556,52.88844,57.57,11.99152,5430479
"png",2000,33.96639,0.47843,34.8,8.315,66.17836,1724.23168,49.24348,57.64,12.30451,5572222
"png",2001,34.41128,0.56133,34.4,8.191,65.32997,1678.77771,52.2504,57.62,12.62234,5716152
"png",2002,37.99065,0.59487,33.95,8.062,60.91581,1634.31999,58.0033,57.6,12.9451,5862316
"png",2003,38.34859,0.65644,33.49,7.932,69.41797,1628.46285,54.0311,57.6,13.27281,6010724
"png",2004,35.96866,0.72846,33.03,7.803,72.16405,1631.83773,58.91886,57.6,13.60579,6161517
"pol",1995,5.53523,8.95164,12.03,10.093,22.96052,6539.91412,20.71788,71.87,125.56782,38452632
"pol",1996,5.12636,9.2395,11.45,10.006,22.09465,6930.73471,23.381,72.31,125.73427,38503607
"pol",1997,4.46286,9.06942,10.89,9.904,23.35937,7373.60098,27.11448,72.63,125.84897,38538730
"pol",1998,3.84131,8.44004,10.39,9.795,25.98203,7711.10921,30.67852,73,125.91207,38558054
"pol",1999,3.21943,8.18744,9.967,9.687,24.12448,8069.74513,29.89706,73.14,125.92396,38561694
"pol",2000,3.09398,7.76357,9.643,9.593,27.22895,8526.27042,33.56175,73.76,125.88739,38550495
"pol",2001,3.22087,7.82069,9.449,9.524,27.22985,8635.06057,30.84535,74.23,125.80088,38524005
"pol",2002,2.69412,7.66112,9.383,9.485,28.75822,8815.43658,32.16624,74.61,125.67179,38484472
"pol",2003,2.5813,7.86321,9.435,9.48,33.3913,9135.64781,36.04601,74.9,125.52273,38438826
"pol",2004,3.26656,7.92831,9.585,9.506,34.26482,9610.44436,36.94835,75.04,125.3831,38396066
"pol",2005,2.89792,7.88627,9.801,9.556,34.6097,9950.57268,35.66526,75.18,125.27403,38362666
"pol",2006,2.66941,8.31853,10.04,9.62,37.86399,10572.17619,39.92741,75.29,125.2034,38341036
"pol",2007,3.00647,8.19923,10.28,9.684,38.56459,11322.05462,42.09741,75.39,125.166,38329585
"pol",2008,2.53594,8.21508,10.46,9.74,37.85699,11801.59974,42.89747,75.61,125.15328,38325689
"pol",2009,2.48512,7.76565,10.58,9.787,37.18445,12126.21561,38.04146,75.85,125.15061,38324870
"pol",2010,2.56591,8.25251,10.62,9.826,40.05513,12599.53358,42.0532,76.3,125.14581,38323402
"pol",2011,2.83191,8.27217,10.58,9.866,42.56317,13224.56909,44.51955,76.55,125.1378,38320947
"pol",2012,2.66431,7.82755,10.48,9.917,44.44359,13437.23994,44.88387,76.7,125.12623,38317404
"pol",2013,2.87393,7.89043,10.35,9.985,46.31983,13632.49795,44.37203,77.03,125.10025,38309451
"pol",2014,2.61308,7.46193,10.19,10.072,47.58721,14090.61514,46.14573,77.52,125.04673,38293060
"prt",1995,4.78983,5.11045,11,10.318,26.76555,18080.54707,33.14148,75.31,110.81707,10149735
"prt",1996,4.56336,4.96314,10.99,10.348,26.54681,18642.53929,33.66142,75.45,111.28283,10192394
